Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11
0.000000	11347	13933	13504	14641	14148	14044	13626	13587	16036	14770	14869	16470	11699	11666	11697	11880	11904	12230	9829	10431	11406	9804	11190	14392	9614	9940	9542	9806	10140	10018	9157	9486	9406	9239	9147	9101	8740	8672	8623	8759	8820	8880	7583	7513	7558	7612	7531	7838	7716	7945	7556	7610	7444	7728	8312	8218	8461	8154	8722	9603
0.055556	10401	12461	12107	13315	12602	12563	12517	12395	14425	13301	13532	14832	11066	10825	10880	11081	11007	11362	9323	9817	10822	9698	10891	13511	9140	9635	9159	9379	9563	9410	8630	9012	8950	8817	8867	8795	8380	8481	8366	8501	8581	8596	7349	7349	7305	7373	7381	7735	7733	7608	7303	7451	7142	7407	7886	8131	8326	7972	8463	8916
0.111111	10047	12060	11755	12693	12084	12022	12261	11787	13825	12576	12984	14185	10694	10500	10599	10546	10559	10912	8903	9445	10360	9330	10531	12914	8824	9235	8885	9153	9458	9097	8466	8797	8721	8551	8533	8645	8118	8216	8281	8188	8235	8265	7217	7068	7211	7237	7399	7680	7640	7547	7146	7239	7302	7237	7763	7865	8148	7800	8145	8691
0.166667	9974	11706	11281	12345	11941	11692	11891	11488	13345	12127	12545	13641	10418	10321	10102	10252	10287	10459	8813	9457	10244	9192	10343	12439	8408	9112	8688	9001	9373	8887	8202	8531	8602	8459	8402	8358	8157	8258	8179	8105	8178	8271	7096	7180	7098	7125	7314	7641	7411	7622	7218	7197	7041	7245	7789	7869	8028	7654	8258	8478
0.222222	9740	11686	11086	12239	11561	11689	11718	11316	13045	11879	12314	13614	10256	10144	9998	10114	10035	10240	8725	9255	10006	9119	10308	12301	8398	8905	8594	8908	9119	8707	8192	8614	8436	8305	8238	8231	8013	8046	8106	8067	8004	8107	7014	7076	7094	7210	7312	7579	7482	7460	7093	7232	6989	7264	7596	7809	7928	7476	8215	8477
0.277778	9820	11558	11098	12040	11633	11738	11616	11196	12861	11840	12327	13350	10148	10050	9986	10050	9945	10181	8848	9165	10012	9001	10261	12132	8451	8880	8498	8665	9064	8709	8273	8520	8256	8262	8210	8102	7997	8042	8010	7960	8047	8075	6924	7086	7097	7130	7242	7573	7473	7577	7177	7085	7083	7246	7669	7791	7963	7440	8085	8522
0.333333	9682	11651	10947	12040	11718	11402	11586	11196	12926	11718	12259	13348	10089	9921	9882	9840	9895	10126	8788	9212	10000	9060	10151	12078	8324	8841	8555	8678	9136	8775	8299	8449	8263	8207	8148	8134	7942	8026	7931	8140	7970	8041	7058	7195	7124	7071	7201	7504	7422	7628	7329	7040	7053	7304	7783	7891	7862	7483	8131	8476
0.388889	9750	11521	11071	12082	11693	11541	11472	11269	12895	11970	12203	13337	10054	10015	9874	9879	9922	10224	8650	9175	9876	8962	10104	12016	8430	8721	8388	8769	9053	8762	8217	8430	8349	8259	8093	8072	7862	7952	7829	8143	8162	8056	7239	7162	7036	7089	7189	7634	7458	7586	7224	7217	7119	7234	7727	7860	7869	7462	8029	8586
0.444444	9848	11572	11218	12039	11702	11645	11447	11285	12940	12073	12280	13524	9968	9903	9762	9903	9814	10252	8784	9140	10023	9020	10178	11990	8442	8680	8489	8812	8994	8703	8245	8418	8355	8215	8166	8111	7906	8013	7803	8194	8167	8107	7221	7057	7010	7043	7304	7581	7366	7521	7214	7173	7072	7219	7766	7816	7790	7624	8067	8484
0.500000	9874	11511	11243	12163	11658	11831	11359	11313	13025	12105	12189	13331	9900	9941	9672	9868	9763	10203	8808	9096	9885	9016	10015	12032	8449	8530	8518	8654	8995	8692	8187	8478	8183	8172	8115	8066	7843	7989	7936	8019	8099	8102	7233	7021	7072	7104	7332	7486	7250	7574	7246	7092	7005	7229	7658	7769	7673	7660	8034	8576
0.555556	9840	11482	11374	12056	11779	11643	11444	11202	12937	11940	12201	13264	9983	9883	9891	9884	9826	10182	8682	9091	9941	9021	10012	12030	8363	8699	8552	8718	9028	8708	8147	8429	8202	8135	8098	8124	7815	7946	7965	8208	8076	8048	7182	7100	7000	7089	7180	7390	7276	7554	7283	7105	7002	7220	7695	7889	7812	7650	8112	8394
0.611111	9997	11588	11242	12245	11857	11873	11380	11443	13026	12244	12157	13434	10004	9969	9892	9855	9888	10150	8765	9229	9913	9077	9986	12065	8341	8717	8451	8521	8996	8792	8163	8415	8242	8167	8180	8076	7865	7903	7826	7949	8006	8184	7197	7103	7020	7205	7131	7547	7240	7530	7243	7073	7043	7167	7624	7774	7748	7639	7976	8454
